id,question,category,source
3183,How do you balance individual needs with community responsibility?,philosophy_values,database_export
3184,What's your philosophy on helping others?,philosophy_values,database_export
3185,What do you believe about second chances?,philosophy_values,database_export
3186,How do you define true friendship?,philosophy_values,database_export
3188,What role does tradition play in your life?,philosophy_values,database_export
3189,How do you think about legacy?,philosophy_values,database_export
3190,What's your philosophy on work and purpose?,philosophy_values,database_export
3191,What do you believe about personal growth?,philosophy_values,database_export
3192,How do you approach judging others?,philosophy_values,database_export
3193,What's most important for a happy life?,philosophy_values,database_export
3194,What's your perspective on money and generosity?,philosophy_values,database_export
3195,How do you define courage?,philosophy_values,database_export
3196,What do you believe about destiny versus free will?,philosophy_values,database_export
3197,What's your philosophy on aging?,philosophy_values,database_export
3198,How do you think about fairness and justice?,philosophy_values,database_export
3199,What role does gratitude play in your life?,philosophy_values,database_export
3200,What's your approach to handling mistakes?,philosophy_values,database_export
3201,What do you believe about the purpose of suffering?,philosophy_values,database_export
3202,How do you define wisdom?,philosophy_values,database_export
3203,What values do you most want to pass on?,philosophy_values,database_export
3367,What's a dream you had to let go of?,personal,database_export
3372,What's a cause you'd love to champion?,personal,database_export
3375,"If you could have any superpower, what would it be?",personal,database_export
3379,What would you want to teach the world?,personal,database_export
3381,What would your dream home be like?,personal,database_export
3382,What impact do you hope to have on others?,personal,database_export
3388,What's something you've always wanted to try?,personal,database_export
3389,"If you could learn any skill instantly, what would it be?",personal,database_export
3394,What's something you hope to accomplish in the next five years?,personal,database_export
3395,What legacy do you hope to leave?,personal,database_export
3398,What would you want to be remembered for?,personal,database_export
3399,What's a skill you regret not learning earlier?,personal,database_export
3402,What would you do if you knew you couldn't fail?,personal,database_export
3403,What adventure would you go on tomorrow if you could?,personal,database_export
3405,What's something you want to experience before you die?,personal,database_export
3416,Where would you love to travel and why?,personal,database_export
3418,What would you do if you had unlimited resources?,personal,database_export
3426,What's your biggest unfulfilled dream?,personal,database_export
3433,What's a goal that scares and excites you?,personal,database_export
3440,What's on your bucket list?,personal,database_export
3459,What would you do with an extra 10 years of life?,personal,database_export
3463,"If you could have dinner with anyone in history, who would it be?",hypotheticals,database_export
3464,Would you rather be able to fly or be invisible?,hypotheticals,database_export
3465,"If you could live in any time period, when would it be?",hypotheticals,database_export
3466,What would you do if you won the lottery tomorrow?,hypotheticals,database_export
3467,"If you could be any animal for a day, what would you choose?",hypotheticals,database_export
3468,Would you rather have the ability to read minds or see the future?,hypotheticals,database_export
3469,"If you could master any instrument overnight, what would it be?",hypotheticals,database_export
3470,What would you do if you had a whole day with no responsibilities?,hypotheticals,database_export
3471,"If you could have any job in the world, what would it be?",hypotheticals,database_export
3472,Would you rather live in a world without music or without colors?,hypotheticals,database_export
3473,"If you could solve one world problem, what would it be?",hypotheticals,database_export
3474,What would you do if you could be 20 years old again?,hypotheticals,database_export
3475,"If you could have any fictional character as a friend, who would it be?",hypotheticals,database_export
3476,Would you rather always know when someone is lying or always get away with lying?,hypotheticals,database_export
3477,"If you could live anywhere in the world, where would it be?",hypotheticals,database_export
3478,What would you do if you could time travel but only once?,hypotheticals,database_export
3479,"If you could have any celebrity's life, whose would you choose?",hypotheticals,database_export
3480,Would you rather never have to sleep or never have to eat?,hypotheticals,database_export
3481,"If you could instantly become an expert in anything, what would it be?",hypotheticals,database_export
3484,Would you rather always be 10 minutes late or 20 minutes early?,hypotheticals,database_export
3485,"If you could have any magical power, what would it be?",hypotheticals,database_export
3486,What would you do if you could live forever?,hypotheticals,database_export
3487,"If you could ask one question and get the true answer, what would you ask?",hypotheticals,database_export
4000,"Hey, how are you?",daily_life,database_export
4001,How was your day?,daily_life,database_export
4002,What's up?,daily_life,database_export
4003,How's it going?,daily_life,database_export
4004,What's on your mind?,daily_life,database_export
4005,Anything interesting happen today?,daily_life,database_export
4006,What are you working on?,daily_life,database_export
4007,How are you feeling?,daily_life,database_export
4008,What's new?,daily_life,database_export
4009,How's your week going?,daily_life,database_export
5000,What's on your mind today?,journal,database_export
5001,What family traditions do you want to continue?,family_parenting,database_export
5002,How do you handle disagreements with family members?,family_parenting,database_export
5003,What values do you hope to pass down to the next generation?,family_parenting,database_export
5004,How has your relationship with your parents evolved?,family_parenting,database_export
5005,What role do you play in family decision-making?,family_parenting,database_export
5006,How do you maintain family connections across distance?,family_parenting,database_export
5007,What family memory makes you laugh every time?,family_parenting,database_export
5008,How do you balance individual needs with family obligations?,family_parenting,database_export
5009,What would you change about how your family communicates?,family_parenting,database_export
5010,How do you handle family gatherings and events?,family_parenting,database_export
5011,What advice would you give to new parents?,family_parenting,database_export
5012,How has becoming a parent/guardian changed your priorities?,family_parenting,database_export
5013,What parenting approach do you believe in?,family_parenting,database_export
5014,How do you teach children about difficult topics?,family_parenting,database_export
5015,What do you do when your child disappoints you?,family_parenting,database_export
5016,How do you encourage independence in children?,family_parenting,database_export
5017,What family rules do you think are most important?,family_parenting,database_export
5018,How do you handle sibling rivalry or competition?,family_parenting,database_export
5019,What makes a house feel like a home for your family?,family_parenting,database_export
5020,How do you support family members through challenges?,family_parenting,database_export
5021,What qualities make someone a good friend to you?,friendships_social,database_export
5022,How do you maintain friendships over time and distance?,friendships_social,database_export
5023,What is the most important thing you have learned from a friend?,friendships_social,database_export
5024,How do you handle conflict in friendships?,friendships_social,database_export
5025,What role do friends play in your decision-making?,friendships_social,database_export
5026,How has your approach to friendship changed with age?,friendships_social,database_export
5027,What makes you feel valued by your friends?,friendships_social,database_export
5028,How do you balance time between different friend groups?,friendships_social,database_export
5029,What boundaries do you set in friendships?,friendships_social,database_export
5030,How do you make new friends as an adult?,friendships_social,database_export
5031,What friend has had the biggest impact on who you are?,friendships_social,database_export
5032,How do you show appreciation for your friends?,friendships_social,database_export
5033,What social activities do you enjoy most?,friendships_social,database_export
5034,How comfortable are you with small talk?,friendships_social,database_export
5035,What makes you feel included in social situations?,friendships_social,database_export
5036,How do you handle social anxiety or awkwardness?,friendships_social,database_export
5037,What social skills do you wish you had developed earlier?,friendships_social,database_export
5038,How do you prefer to celebrate with friends?,friendships_social,database_export
5039,What makes a social gathering enjoyable for you?,friendships_social,database_export
5040,How do you support friends through difficult times?,friendships_social,database_export
5041,How do you handle family conflicts?,family_parenting,database_export
5042,What traditions did your family have growing up?,family_parenting,database_export
5043,How do you show love to family members?,family_parenting,database_export
5044,What family role do you naturally take on?,family_parenting,database_export
5045,How has your family shaped your worldview?,family_parenting,database_export
5046,What family story gets told repeatedly?,family_parenting,database_export
5047,How do you handle family expectations?,family_parenting,database_export
5048,What would you tell your younger self about family?,family_parenting,database_export
5049,How do you maintain family relationships during busy times?,family_parenting,database_export
5050,What family habit do you want to break?,family_parenting,database_export
5051,How do you handle different parenting styles in your family?,family_parenting,database_export
5052,What makes family time meaningful?,family_parenting,database_export
5053,How do you deal with family members you disagree with?,family_parenting,database_export
5054,What family value is most important to you?,family_parenting,database_export
5055,How has your family influenced your career choices?,family_parenting,database_export
5056,What would you change about your family dynamic?,family_parenting,database_export
5157,How do you choose your closest friends?,friendships_social,database_export
5158,What friendship has lasted the longest?,friendships_social,database_export
5159,How do you handle friend jealousy?,friendships_social,database_export
5160,What makes you a good friend?,friendships_social,database_export
5161,How do you reconnect with old friends?,friendships_social,database_export
5162,What friendship taught you about yourself?,friendships_social,database_export
5163,How do you handle friends in crisis?,friendships_social,database_export
5164,What social setting makes you most comfortable?,friendships_social,database_export
5165,How do you maintain friendships during life changes?,friendships_social,database_export
5166,What friend quality do you admire most?,friendships_social,database_export
5167,How do you handle friendship boundaries?,friendships_social,database_export
5168,What makes you feel understood by friends?,friendships_social,database_export
5169,How do you support friends without giving advice?,friendships_social,database_export
5170,What friendship mistake did you learn from?,friendships_social,database_export
5221,How do you express creativity in daily life?,creative_expression,database_export
5222,What creative project are you most proud of?,creative_expression,database_export
5223,How do you overcome creative blocks?,creative_expression,database_export
5224,What inspires your creativity most?,creative_expression,database_export
5225,How has creativity helped you through difficult times?,creative_expression,database_export
5226,What creative skill would you like to develop?,creative_expression,database_export
5227,How do you make time for creative pursuits?,creative_expression,database_export
5228,What role does creativity play in problem-solving?,creative_expression,database_export
5229,How do you handle creative criticism?,creative_expression,database_export
5230,What creative work has influenced you most?,creative_expression,database_export
5231,How do you balance creativity with practical concerns?,creative_expression,database_export
5232,What creative community are you part of?,creative_expression,database_export
5233,How has your creativity evolved over time?,creative_expression,database_export
5234,What creative risk are you glad you took?,creative_expression,database_export
5235,How do you share your creative work with others?,creative_expression,database_export
5236,What creative process works best for you?,creative_expression,database_export
5318,How do you approach first dates?,dating_experiences,database_export
5451,How do you grow professionally?,professional,database_export
5489,What makes a partnership strong?,marriage_partnerships,database_export
5512,What role does community play in individual moral development?,philosophy_values,database_export
5513,"If you could make one law that everyone had to follow, what would it be?",hypotheticals,database_export
5514,What's your biggest dating red flag that you've learned to recognize?,dating_experiences,duplicate_fix_generated
5515,How do you handle dating someone with different life goals?,dating_experiences,duplicate_fix_generated
5516,What's been your experience with online dating apps?,dating_experiences,duplicate_fix_generated
5517,How do you navigate dating when you have different religious beliefs?,dating_experiences,duplicate_fix_generated
5518,What's the most important lesson you've learned from a past relationship?,dating_experiences,duplicate_fix_generated
5519,How do you maintain your independence while dating someone?,dating_experiences,duplicate_fix_generated
5520,What's your experience with long-distance relationships?,dating_experiences,duplicate_fix_generated
5521,How do you handle introducing someone you're dating to your family?,dating_experiences,duplicate_fix_generated
5522,What's been your experience dating someone significantly older or younger?,dating_experiences,duplicate_fix_generated
5523,How do you approach dating after a difficult breakup?,dating_experiences,duplicate_fix_generated
5524,What's the most challenging aspect of dating in your current life stage?,dating_experiences,duplicate_fix_generated
5525,How do you balance career ambitions with dating and relationships?,dating_experiences,duplicate_fix_generated
5526,What's your experience with dating someone from a different social class?,dating_experiences,duplicate_fix_generated
5527,How do you handle dating someone who has children?,dating_experiences,duplicate_fix_generated
5528,What's been your experience with casual dating versus serious relationships?,dating_experiences,duplicate_fix_generated
5529,How do you approach dating when you're focused on personal growth?,dating_experiences,duplicate_fix_generated
5530,What's the most important conversation to have early in dating?,dating_experiences,duplicate_fix_generated
5531,How do you handle dating anxiety or nervousness?,dating_experiences,duplicate_fix_generated
5532,What's your experience with dating within your friend group?,dating_experiences,duplicate_fix_generated
5533,How do you navigate dating when you have social anxiety?,dating_experiences,duplicate_fix_generated
5534,What's been your experience with dating apps versus meeting people organically?,dating_experiences,duplicate_fix_generated
5535,How do you handle dating someone who's recently divorced?,dating_experiences,duplicate_fix_generated
5536,What's your approach to dating when you're an introvert?,dating_experiences,duplicate_fix_generated
5537,How do you handle dating someone with different political views?,dating_experiences,duplicate_fix_generated
5538,What's been your experience with dating someone who travels frequently for work?,dating_experiences,duplicate_fix_generated
5539,How do you approach dating when you're dealing with mental health challenges?,dating_experiences,duplicate_fix_generated
5540,What's the most surprising thing you've learned about yourself through dating?,dating_experiences,duplicate_fix_generated
5541,How do you handle dating when you have trust issues from past relationships?,dating_experiences,duplicate_fix_generated
5542,What's your experience with dating someone who has different spending habits?,dating_experiences,duplicate_fix_generated
5543,How do you navigate dating when you're at different life stages?,dating_experiences,duplicate_fix_generated
5544,What's been your experience with dating someone who's very close to their ex?,dating_experiences,duplicate_fix_generated
5545,How do you handle dating when you're focused on building your career?,dating_experiences,duplicate_fix_generated
5546,What's your approach to dating someone who has different communication styles?,dating_experiences,duplicate_fix_generated
5547,How do you navigate dating when you have different views on marriage?,dating_experiences,duplicate_fix_generated
5548,What's been your experience with dating someone who's emotionally unavailable?,dating_experiences,duplicate_fix_generated
5549,How do you handle dating when you're still healing from past trauma?,dating_experiences,duplicate_fix_generated
5550,What's your experience with dating someone who has addiction issues?,dating_experiences,duplicate_fix_generated
5551,How do you approach dating when you have different lifestyle preferences?,dating_experiences,duplicate_fix_generated
5552,What's been your experience with dating someone who's geographically undesirable?,dating_experiences,duplicate_fix_generated
5553,How do you handle dating when you're at different financial stages in life?,dating_experiences,duplicate_fix_generated
5554,What's your experience with dating someone who has different parenting styles?,dating_experiences,duplicate_fix_generated
5555,How do you navigate dating when you have chronic illness or health issues?,dating_experiences,duplicate_fix_generated
5556,What's been your experience with dating someone who's workaholic?,dating_experiences,duplicate_fix_generated
5557,How do you handle dating when you have different social needs?,dating_experiences,duplicate_fix_generated
5558,What's your approach to dating someone with different educational backgrounds?,dating_experiences,duplicate_fix_generated
5559,How do you navigate dating when you have different future timelines?,dating_experiences,duplicate_fix_generated
5560,What's been your experience with dating someone who's commitment-phobic?,dating_experiences,duplicate_fix_generated
5561,How do you handle dating when you're dealing with family pressures?,dating_experiences,duplicate_fix_generated
5562,What's your experience with dating someone who has different cleanliness standards?,dating_experiences,duplicate_fix_generated
5563,How do you approach dating when you're focused on self-improvement?,dating_experiences,duplicate_fix_generated
5564,What's been your experience with dating someone who's recently out of a relationship?,dating_experiences,duplicate_fix_generated
5565,How do you handle dating when you have different conflict resolution styles?,dating_experiences,duplicate_fix_generated
5566,What's your experience with dating someone who has different social circles?,dating_experiences,duplicate_fix_generated
5567,How do you navigate dating when you have different career priorities?,dating_experiences,duplicate_fix_generated
5568,What's been your experience with dating someone who's very private about their life?,dating_experiences,duplicate_fix_generated
5569,How do you handle dating when you're dealing with insecurities?,dating_experiences,duplicate_fix_generated
5570,What's your approach to dating someone who has different relationship experience?,dating_experiences,duplicate_fix_generated
5571,How do you navigate dating when you have different communication needs?,dating_experiences,duplicate_fix_generated
5572,What's been your experience with dating someone who's going through major life changes?,dating_experiences,duplicate_fix_generated
5573,How do you handle dating when you have different attachment styles?,dating_experiences,duplicate_fix_generated
5574,What's your experience with dating someone who has different cultural values?,dating_experiences,duplicate_fix_generated
5575,How do you approach dating when you're rebuilding after a toxic relationship?,dating_experiences,duplicate_fix_generated
5576,What's been your experience with dating someone who's very busy or unavailable?,dating_experiences,duplicate_fix_generated
5577,How do you handle dating when you have different expectations about exclusivity?,dating_experiences,duplicate_fix_generated
5578,What's your experience with dating someone who has different hobbies and interests?,dating_experiences,duplicate_fix_generated
5579,How do you navigate dating when you're dealing with past rejection trauma?,dating_experiences,duplicate_fix_generated
5580,What's been your experience with dating someone who's emotionally expressive?,dating_experiences,duplicate_fix_generated
5581,How do you handle dating when you have different views on personal space?,dating_experiences,duplicate_fix_generated
5582,What's your approach to dating someone who has different friendship dynamics?,dating_experiences,duplicate_fix_generated
5583,How do you navigate dating when you're focused on building financial stability?,dating_experiences,duplicate_fix_generated
5584,What's been your experience with dating someone who has different family dynamics?,dating_experiences,duplicate_fix_generated
5585,How do you handle dating when you have different love languages?,dating_experiences,duplicate_fix_generated
5586,What's your experience with dating someone who's dealing with their own trauma?,dating_experiences,duplicate_fix_generated
5587,How do you approach dating when you're at different maturity levels?,dating_experiences,duplicate_fix_generated
5588,What's been your experience with dating someone who has different life experiences?,dating_experiences,duplicate_fix_generated
5589,How do you handle dating when you have different ideas about personal growth?,dating_experiences,duplicate_fix_generated
5590,What's your experience with dating someone who's very independent?,dating_experiences,duplicate_fix_generated
5591,How do you navigate dating when you have different comfort levels with vulnerability?,dating_experiences,duplicate_fix_generated
5592,What's been your experience with dating someone who has different social media habits?,dating_experiences,duplicate_fix_generated
5593,How do you handle dating when you have different approaches to conflict?,dating_experiences,duplicate_fix_generated
5594,What's your approach to dating someone who has different energy levels?,dating_experiences,duplicate_fix_generated
5595,How do you navigate dating when you're dealing with societal or family expectations?,dating_experiences,duplicate_fix_generated
5596,What's been your experience with dating someone who has different boundaries?,dating_experiences,duplicate_fix_generated
5597,How do you handle dating when you have different ideas about personal time?,dating_experiences,duplicate_fix_generated
5598,What's your experience with dating someone who's going through a career transition?,dating_experiences,duplicate_fix_generated
5599,How do you approach dating when you have different comfort levels with intimacy?,dating_experiences,duplicate_fix_generated
5600,What's been your experience with dating someone who has different coping mechanisms?,dating_experiences,duplicate_fix_generated
5601,How do you handle dating when you're at different points in your healing journey?,dating_experiences,duplicate_fix_generated
5602,What's your experience with dating someone who has different relationship goals?,dating_experiences,duplicate_fix_generated
5603,How do you navigate dating when you have different ideas about personal development?,dating_experiences,duplicate_fix_generated
5604,What's been your experience with dating someone who communicates differently under stress?,dating_experiences,duplicate_fix_generated
5605,How do you handle dating when you have different approaches to problem-solving?,dating_experiences,duplicate_fix_generated
5606,What's your approach to dating someone who has different emotional needs?,dating_experiences,duplicate_fix_generated
5607,How do you navigate dating when you're building your self-confidence?,dating_experiences,duplicate_fix_generated
5608,What's been your experience with dating someone who has different lifestyle rhythms?,dating_experiences,duplicate_fix_generated
5609,How do you handle dating when you have different ideas about work-life balance?,dating_experiences,duplicate_fix_generated
